OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUN,REMARKS,created_user,created_date,last_edited_user,last_edited_date,ROAD_SEC_CLASS,SEC_ID,SEC_LENGTH,ROUTE_NO,MaxBRHT,MaxPierHT,COMMENTS
"5476",Luzon,Region V,Sorsogon,Sorsogon 2nd District Engineering Office,Sorsogon (Second District),Ariman-Jct Bulusan Lake Rd,"160",B00171LZ,Ariman Br.,47,Steel,Permanent,Year Known,"1968",Bad,"2","1","2",8.88,"0",15,0,0,0.34,0.34,"2",0,Sea (Exposed),Ariman,Gubat, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S03765LZ,"0","0",6.35,4.95,Under Construction - Replacement of Bridge
"5477",Visayas,Region VII,Bohol,Bohol 1st District Engineering Office,Bohol (First District),Jct (TNR) Cortes-Balilihan-Catigbian-Macaas Rd,"28071",B00198BH,Candumayao Br.,7,Concrete,Permanent,Year Known,"1974",Good,"0","0","1",9.1,"40",20,0,0,0,0,"2",0.017544,Sea (Exposed),Candumayao,Catigbian, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00031BH,"0","0",5.09,0,The bridge is still serviceable
"5478",Visayas,Region VI,Capiz,Capiz 2nd District Engineering Office,Capiz (Second District),Jct Natl Rd-Dumarao-Sn Rafael (Iloilo) Rd,"13900",B00053PN,Putic Br.,16,Concrete,Permanent,Year Known,"1997",Fair,"2","0","1",9.38,"30",20,0,0,0.72,0.72,"2",0.245283,River/Waterway (fresh water),Putic,Dumarao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00459PN,"0","0",3.9,0,Water proofing of deck slab and resealing of expansion joint to prevent further damaged on concrete components.
"5479",Visayas,Region VI,Aklan,Aklan District Engineering Office,Aklan (Second District),Aklan West Rd (Kalibo-Nabas),"8391",B00295PN,Ibajay Br.,252,Steel,Permanent,Year Known,"2007",Good,"2","3","4",7.45,"0",0,0,0,1.1,1.1,"2",0,Estuary (Salt Water),Poblacion,Ibajay, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00324PN,"0","503",7.8,4.25,Newly constructed
"5480",Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,Iloilo (Third District),Iloilo-Capiz Rd (Old Route),"25241",B00065PN,Abangay Br.,11,Concrete,Permanent,Year Known,"1969",Good,"2","0","1",7.74,"42",15,0,0,0.47,0.47,"2",0.003145,River/Waterway (fresh water),Abangay,Lambunao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00216PN,"0","512",4.7,0,On Going Construction for widening funded under GAA 2020.
"5481",Visayas,Region VI,Negros Occidental,Negros Occidental 3rd District Engineering Office,Negros Occidental (Sixth District),Bacolod South Rd (Kabankalan-Hinobaan Section),"121240",B00474NR,Duya Br.,12,Concrete,Permanent,Year Known,"2013",Good,"2","0","1",9.3,"44",20,0,0,1,1,"2",0,River/Waterway (fresh water),Sangke,Hinoba-An, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00224NR,"0","712",4.6,0,BRIDGE IS IN GOOD CONDITION. ONLY ROUTINE MAINTENANCE NEEDED.
"5482",Visayas,Region VI,Antique,Antique District Engineering Office,Antique (Lone District),Iloilo-Antique Rd,"53893",B00520PN,Tomyong Br.,16,Concrete,Permanent,Year Known,"2014",Good,"2","0","1",9.55,"44",0,0,0,0.75,0.76,"2",0.037736,River/Waterway (fresh water),La Rioja,Patnongon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00338PN,"0","501",5.73,0,Cracking on concrete bridge deck. Repair with concrete epoxy injection.
"5483",Visayas,Region VI,Iloilo,Iloilo 3rd District Engineering Office,Iloilo (Fifth District),Ajuy-Jamul-awon-Concepcion Rd,"586",B00222PN,Gubaton Br.,31,Concrete,Permanent,Year Known,"1989",Fair,"2","1","2",9.55,"25",20,0,0,1.05,1.05,"2",0.076628,River/Waterway (fresh water),Lanjagan,Ajuy, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00239PN,"0","0",5.4,5.95,"BRIDGE IS IN FAIR CONDITION, REPAIR DAMAGE ON DEFECTS NOTED AND ROUTINE MAINTENANCE. ON GOING REPAIR AND STRENTHENING OF ABUTMENT B"
"5484",Luzon,Region V,Sorsogon,Sorsogon District Engineering Office,Sorsogon (First District),Salvador H. Escudero III Diversion Rd,"2047",B01162LZ,Sorsogon Br.,15,Concrete,Permanent,Post 1970,"2001",Fair,"2","0","1",17.28,"27",20,0,0,1.02,1.1,"4",0.327044,River/Waterway (fresh water),Bibincahan,Sorsogon City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S03733LZ,"0","643",5.15,0,"Cracks on deck, main member and secondary member on span 1 were noted. Water leakage and deteriorated sealant on abutment 1 & 2 were noted."
"5485",Visayas,Region VII,Bohol,Bohol 2nd District Engineering Office,Bohol (Second District),Tagbilaran North Rd (Tagbilaran-Jetafe Sect),"49608",B00213BH,Tulay Br.,6,Concrete,Permanent,Year Known,"2013",Good,"2","0","1",9.55,"48",20,0,0,1.1,1.1,"2",0,River/Waterway (fresh water),Poblacion,Trinidad, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00104BH,"0","850",2.95,0,Bridge is in good condition.
"5486",Visayas,Region VII,Cebu,Cebu 2nd District Engineering Office,Cebu (First District),Cebu South Coastal Rd,"4402",B00037CB,Mananga Br. 3,319,Concrete,Permanent,Year Known,"2004",Good,"2","10","11",12.65,"40",20,0,0,1.85,1.85,"3",0.005097,River/Waterway (fresh water),Lawa-An Ii,Talisay, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00136CB,"0","840",11,10.35,Condition of bridge structure is good.
"5487",Visayas,Region VI,Antique,Antique District Engineering Office,Antique (Lone District),Pandan-Libertad-Aklan Bdry Rd,"15413",B00384PN,Bulanao Br.,43,Concrete,Permanent,Year Known,"1999",Fair,"2","1","2",9.6,"29",0,0,0,0.76,0.76,"2",0.130268,River/Waterway (fresh water),Cubay,Libertad, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00376PN,"0","502",5.1,4.6,"Cracks on concrete bridge deck in all spans, scaling on span 2 with honeycomb in conc. Girder @ span 2, material loss on bank prot'n. at Abut B.,repair crackswith concrete epoxy, honeycomb with conc. Mortar.& replace slope& bnk prt'n."
"5488",Luzon,Region V,Masbate,Masbate 3rd District Engineering Office,Masbate (Third District),Masbate-Cataingan-Placer Rd,"55053",B00098MT,Alimango Br.,13,Concrete,Permanent,Year Known,"2016",Good,"2","0","1",9.54,"45",20,0,0,0.76,0.76,"2",0,River/Waterway (fresh water),Poblacion,Cataingan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00007MT,"0","662",4,0,This bridge is in good condition.
"5489",Visayas,Region VI,Negros Occidental,Negros Occidental Sub-District Engineering Office,Negros Occidental (First District),Bacolod-Murcia-DS Benedicto-Sn Carlos City Rd,"24712",B00306NR,Bago Br.,41,Steel,Permanent,Year Known,"1995",Fair,"2","1","2",28.29,"15",18,0,0,0.8,0.79,"2",0.137931,River/Waterway (fresh water),Bunga,D.S. Benedicto, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00427NR,"0","69",8,8,ON GOING WIDENING CY 2019
"5490",Visayas,Region VI,Capiz,Capiz 2nd District Engineering Office,Capiz (Second District),Sigma-Mambusao-Jamindan Rd,"11688",B00272PN,Balat-an Br.,63,Concrete,Permanent,Year Known,"1977",Good,"2","4","5",8.3,"33",20,0,0,0.45,0.45,"2",0.024691,River/Waterway (fresh water),Balat-An,Mambusao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00301PN,"0","0",10.5,8.3,Bridge was strengthen and overlayed on deck slab. FY 2016 Regular Infra.
"5491",Visayas,Region VI,Negros Occidental,Negros Occidental 1st District Engineering Office,Negros Occidental (Third District),Bacolod Silay Airport Access Rd,"6490",B00493NR,Bagacay Br.,31,Concrete,Permanent,Year Known,"2012",Good,"2","0","1",10.76,"40",0,0,0,0.74,0.72,"2",0.003145,River/Waterway (fresh water),E. Lopez,Silay City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00031NR,"0","716",9.5,0,WIDENED CY 2018
"5492",Visayas,Region VI,Iloilo,Iloilo 1st District Engineering Office,Iloilo (First District),Tiolas-Sinugbuhan Rd,"2089",B00149PN,Nabuduan Br.,13,Concrete,Permanent,Year Known,"1990",Good,"2","0","1",8.92,"23",20,0,0,0.4,0.45,"2",0,River/Waterway (fresh water),Nabuduan,San Joaquin, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00099PN,"0","525",7,0,Minor repair only
"5493",Visayas,Region VI,Negros Occidental,Negros Occidental 3rd District Engineering Office,Negros Occidental (Sixth District),Kabankalan Jct Salong-Tapi-Dacongcogon-Bantayan Rd,"28750",B00214NR,Carawinan Br.,16,Steel,Permanent,Year Known,"2010",Good,"2","0","1",9.9,"40",20,0,0,1.2,1.2,"2",0,River/Waterway (fresh water),Magballo,Kabankalan City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00180NR,"0","0",7.1,0,BRIDGE IS IN GOOD CONDITION. ONLY ROUTINE MAINTENANCE NEEDED.
"5494",Visayas,Region VI,Antique,Antique District Engineering Office,Antique (Lone District),Iloilo-Antique Rd,"120559",B00356PN,Panganta Br.,80,Concrete,Permanent,Year Known,"2005",Fair,"2","6","7",9.4,"34",0,0,0,0.8,0.8,"2",0.094682,River/Waterway (fresh water),Brgy. Esperanza,Culasi, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00338PN,"0","501",5.3,4.2,Cracks on concrete column at pier 1&2. Repair cracks with concrete epoxy injection.
"5495",Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,Iloilo (Third District),Iloilo-Capiz Rd (Old Route),"14823",B00531PN,Suage Br.,170,Concrete,Permanent,Year Known,"2015",Fair,"2","5","6",8.75,"45",20,0,0,0.7,0.7,"2",0.047833,River/Waterway (fresh water),Poblacion,Janiuay, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00216PN,"0","512",9.2,9,Cleaning & Sweeping of bridge. Repainting of bridge components
"5496",Luzon,Region V,Sorsogon,Sorsogon 2nd District Engineering Office,Sorsogon (Second District),Ariman-Jct Bulusan Lake Rd,"17706",B00182LZ,Tawog Br.,75,Concrete,Permanent,Year Known,"1972",Fair,"2","3","4",8.38,"9",15,0,0,0.47,0.42,"2",0.096774,Sea (Exposed),Dancalan,Bulusan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S03765LZ,"0","0",4.8,3.3,Severe cracking on girders
"5497",Visayas,Region VII,Bohol,Bohol 2nd District Engineering Office,Bohol (Second District),Jct (LIR) Buenavista-Carmen-Danao-Jetafe Rd,"7292",B00144BH,Casilihan Br.,12,Concrete,Permanent,Year Known,"2003",Good,"2","0","1",9.35,"40",20,0,0,1.1,1.1,"2",0,River/Waterway (fresh water),Cantubod,Danao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00102BH,"0","0",4.25,0,Bridge repaired funded CY 2017.
"5498",Visayas,Region VI,Antique,Antique District Engineering Office,Antique (Lone District),Iloilo-Antique Rd,"20145",B00311PN,Bocboc Br.,36,Concrete,Permanent,Year Known,"1991",Fair,"2","0","1",9.5,"27",0,0,0,0.7,0.7,"2",0.056604,Estuary (Salt Water),Tubog,Hamtic, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00338PN,"0","501",7.5,0,"Loose connections on both Abut., replace missing bolts and nuts."
"5499",Visayas,Region VII,Bohol,Bohol 3rd District Engineering Office,Bohol (Third District),Loay Interior Rd,"19674",B00231BH,Pasil Br.,9,Concrete,Permanent,Year Known,"2015",Good,"2","0","1",9.56,"45",0,0,0,0.76,0.76,"2",0,River/Waterway (fresh water),Pasil,Bilar, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00077BH,"0","852",2.54,0,Bridge is in GOOD Condition
"5500",Luzon,Region V,Masbate,Masbate 1st District Engineering Office,Masbate (First District),Sn Pascual-Claveria Rd,"4535",B00003BU,Mapanique Br.,16,Concrete,Permanent,Year Known,"2000",Good,"2","0","1",9,"25",15,0,0,0.4,0.4,"2",0.025157,River/Waterway (fresh water),Mapanique,San Pascual, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00006BU,"0","0",7,0,On good condition
"5501",Visayas,Region VI,Negros Occidental,Negros Occidental 4th District Engineering Office,Negros Occidental (Fourth District),Bacolod South Rd,"1836",B00467NR,Taloc Br.,18,Concrete,Permanent,Year Known,"2014",Good,"2","0","1",16.3,"40",20,0,0,1.15,1.15,"4",0,River/Waterway (fresh water),Taloc,Bago City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00123NR,"0","6",6.65,0,Newly reconstructed bridge under the NRIMP 2 PHASE 2 project. A four (4) lanes bridge.
"5502",Visayas,Region VI,Negros Occidental,Bacolod City District Engineering Office,Bacolod City (Lone District),Bacolod Circumferential Rd,"3174",B00330NR,Magsungay Br. 2,62,Concrete,Permanent,Year Known,"1989",Fair,"2","2","3",16.89,"23",20,0,0,0.78,0.8,"4",0.179063,River/Waterway (fresh water),Brgy. Alijis,Bacolod City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00097NR,"0","701",11.7,8.39,Longitudinal Expansion Joint needs immediate repair due to abnormal space/noise.Recommended for Asphalt Overlay for homogenity.
"5503",Visayas,Region VI,Iloilo,Iloilo City District Engineering Office,Iloilo City (Lone District),"Sen. Benigno S. Aquino, Jr. Ave","158",B00501PN,Iloilo Br.,144,Concrete,Permanent,Year Known,"2013",Fair,"2","8","9",50,"40",20,0,0,1.6,1.68,"8",0.083077,River/Waterway (fresh water),San Rafael,Mandurriao,"23",GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00494PN,"0","5",4.05,7.9,"NEWLY WIDENED BRIDGE, OLD PORTION OF BRIDGE WERE RETROFFITED BUT THE PIER SECTION WAS NOT INCLUDED, THEREFORE IT WAS RECOMMENDED THAT THE PIER OF THE BRIDGE WILL BE RETROFITTED FOR SAFETY PURPOSES"
"5504",Visayas,Region VI,Capiz,Capiz 2nd District Engineering Office,Capiz (Second District),Capiz-Aklan Rd,"7736",B00265PN,Talaba Br.,28,Steel,Permanent,Year Known,"2008",Good,"2","0","1",5.45,"44",0,0,0,0,0,"2",0,Not Specified,Talaba,Sapi-An, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00298PN,"0","503",4.55,0,"Routine maintenance only. Proposed for construction of additional 2-lane bridge, road widening funded under FY 2017 GAA is on-going."
"5505",Visayas,Region VI,Negros Occidental,Negros Occidental 2nd District Engineering Office,Negros Occidental (Fifth District),Bacolod South Rd,"35774",B00363NR,Su-ay Br.,50,Concrete,Permanent,Year Known,"1980",Poor,"2","4","5",11.2,"0",20,0,0,1.25,1.25,"2",0.301587,River/Waterway (fresh water),Su-Ay,Himamaylan City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00134NR,"0","6",7.6,6.9,On-Going FY 2020 Project
"5506",Luzon,Region V,Sorsogon,Sorsogon 2nd District Engineering Office,Sorsogon (Second District),Daang Maharlika (LZ),"8559",B00153LZ,Hoyon-Hoyon Br.,18,Concrete,Permanent,Post 1970,"1974",Fair,"2","2","3",16.41,"24",15,0,0,0.68,0.63,"4",0.082645,River/Waterway (fresh water),Bacolod,Juban, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S03742LZ,"0","1",5.8,4,Inject concrete epoxy on pile bents with crack
"5507",Visayas,Region VII,Bohol,Bohol 1st District Engineering Office,Bohol (First District),Jct (TNR) Cortes-Balilihan-Catigbian-Macaas Rd,"30113",B00199BH,Sampilangon Br.,24,Concrete,Permanent,Year Known,"1974",Poor,"0","2","3",8.35,"20",20,0,0,0.4,0.4,"2",0.310345,River/Waterway (fresh water),Boundary Candumayao-Buenos Aires,Boundary Catigbian-Tubgion, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00031BH,"0","0",8.95,6.85,The bridge is recommended for replacement. There is abnormal vibration whenever a vehicle passes by.
"5508",Visayas,Region VI,Aklan,Aklan District Engineering Office,Aklan (First District),Aklan East Rd,"21181",B00283PN,Balete Br.,64,Steel,Permanent,Year Known,"1973",Bad,"2","2","3",8.35,"0",20,0,0,0.48,0.48,"2",0.752066,River/Waterway (fresh water),Poblacion,Balete, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00322PN,"0","503",7.2,4.5,Replacement due to unstable bridge element affected the structure.
"5509",Visayas,Region VII,Bohol,Bohol 3rd District Engineering Office,Bohol (Third District),Tagbilaran East Rd (Tagbilaran-Jagna),"33683",B00041BH,Duero Br.,8,Concrete,Permanent,Year Known,"1976",Good,"2","0","1",9.55,"40",20,0,0,0.75,0.8,"2",0,River/Waterway (fresh water),San Antonio,Duero, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00078BH,"0","850",3.7,0,Bridge is in GOOD Condition but needs to be widen.
"5510",Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,Iloilo (Fourth District),Barotac Nuevo-Dumangas-Dacutan Wharf Rd,"9668",B00018PN,Binaobao Br.,20,Concrete,Permanent,Year Known,"1981",Good,"2","1","2",9,"41",15,0,0,0.75,0.75,"2",0.007663,River/Waterway (fresh water),Cali,Dumangas, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00198PN,"0","655",3.55,3.5,Committed for widening funded under GAA 2020. Cleaning and Sweeping of bridge. Repainting of bridge components.
"5511",Visayas,Region VII,Cebu,Cebu 2nd District Engineering Office,Cebu (First District),Cebu-Toledo Wharf Rd (Jct Naga-Uling),"7837",B00568CB,Camp Br. 4,74,Steel,Permanent,Year Known,"2004",Good,"2","1","2",9.86,"0",20,0,0,0,0,"2",0,Not Specified,Camp 4,Talisay City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00220CB,"0","825",0,10.3,Condiiton of bridge structure is good. Needs enhancement of steel plate deck because slippery.
"5512",Visayas,Region VI,Negros Occidental,Negros Occidental 3rd District Engineering Office,Negros Occidental (Sixth District),Bacolod South Rd (Kabankalan-Hinobaan Section),"41948",B00534NR,Pasalan Br.,11,Concrete,Permanent,Year Known,"2016",Good,"2","0","1",9.52,"47",20,0,0,1.1,1.1,"2",0,River/Waterway (fresh water),Caliling,Cauayan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00224NR,"0","712",4.6,0,Bridge is in Good Condition.
"5513",Visayas,Region VI,Negros Occidental,Bacolod City District Engineering Office,Bacolod City (Lone District),Bacolod North Rd,"3661",B00318NR,Banago Br. 1,9,Concrete,Permanent,Year Known,"1979",Fair,"2","0","1",30.07,"38",20,0,0,2.23,1.95,"6",0.018868,River/Waterway (fresh water),Brgy. Bata,Bacolod City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00078NR,"0","7",3.52,0,Massive accumulation of debris and garbages on bridge waterways. Construction of bank protection at the upstream side of the bridge to prevent erosion.
"5514",Visayas,Region VI,Iloilo,Iloilo 4th District Engineering Office,Iloilo (Second District),New Lucena-Sta. Barbara Rd,"6723",B00478PN,Cabilauan Br.,17,Concrete,Permanent,Year Known,"1988",Fair,"2","0","1",7.6,"27",15,0,0,0.46,0.46,"2",0.049587,River/Waterway (fresh water), Cabilauan, New Lucena, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00145PN,"0","514",7.7,0,Undergone strengthening/retrofitting and asphalt overlay
"5515",Visayas,Region VI,Negros Occidental,Negros Occidental 1st District Engineering Office,Negros Occidental (Second District),Bacolod North Rd,"55604",B00171NR,Minabuno Br.,22,Concrete,Permanent,Year Known,"1983",Good,"2","0","1",9.7,"40",0,0,0,0,0,"2",0,River/Waterway (fresh water),Cabahug,Cadiz City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00406NR,"0","7",0,0,Routine Maintenance only WIDENING CY. 2020
"5516",Visayas,Region VI,Antique,Antique District Engineering Office,Antique (Lone District),Pandan-Libertad-Aklan Bdry Rd,"22169",B00388PN,Inyawan Br.,61,Concrete,Permanent,Year Known,"1986",Fair,"2","2","3",10.35,"17",20,0,0,0.7,0.7,"2",0.15427,River/Waterway (fresh water),Tabuc,Libertad, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00376PN,"0","502",0,4.24,"Cracks on conrete girders in all span, repair cracks with concrete epoxy"
"5517",Luzon,Region V,Masbate,Masbate 3rd District Engineering Office,Masbate (Third District),Buenavista-Kawayan Rd,"24255",B00059MT,Segundo Br.,21,Concrete,Permanent,Year Known,"1995",Fair,"2","0","1",8.37,"25",10,0,0,0.5,0.5,"2",0.075472,River/Waterway (fresh water),Madbad,Cawayan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00010MT,"0","654",5.65,0,Cracking at Abutment 1 & 2 Slope / Bank protection. Repair immediately to minimize severe danage to the bridge
"5518",Visayas,Region VII,Bohol,Bohol 1st District Engineering Office,Bohol (First District),Tagbilaran East Rd (Tagbilaran-Jagna),"6591",B00197BH,Montaña Br.,7,Concrete,Permanent,Year Known,"1940",Good,"2","0","1",10.75,"40",20,0,0,0,0,"2",0,Other,Montaña,Baclayon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00003BH,"0","850",0,0,This is a box culvert. The rehabilitation/major repair of the bridge  funded under GAA 2017 is completed.
"5519",Visayas,Region VI,Capiz,Capiz 2nd District Engineering Office,Capiz (Second District),Iloilo-Capiz Rd (Old Route),"17971",B00261PN,Lisdon Br.,31,Concrete,Permanent,Year Known,"1994",Fair,"2","2","3",9.68,"28",15,0,0,0.7,0.7,"2",0.157025,River/Waterway (fresh water),Lisdon,Dumalag, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00280PN,"0","0",8.5,6.5,Repair of slope protection at abutment 1 and patching on spalled concrete at diaphragm.
"5520",Visayas,Region VI,Iloilo,Iloilo 1st District Engineering Office,Iloilo (First District),Iloilo-Antique Rd,"27793",B00130PN,Naulid Br.,43,Concrete,Permanent,Year Known,"1980",Bad,"2","1","2",9.6,"7",20,0,0,0.73,0.77,"2",1,River/Waterway (fresh water),Naulid,Miag-Ao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00076PN,"0","501",8.85,4.75,Spanish-Assisted bridge recently completed parallel to existing bridge for request of bridge ID.Existing bridge temporarily closed due to repairs.
"5521",Visayas,Region VI,Negros Occidental,Negros Occidental 3rd District Engineering Office,Negros Occidental (Sixth District),Bacolod South Rd (Kabankalan-Hinobaan Section),"2310",B00217NR,Ilog Br.,174,Concrete,Permanent,Year Known,"1998",Good,"2","4","5",9.78,"30",20,0,0,0.77,0.77,"2",0,River/Waterway (fresh water),Talubangi,Kabankalan City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00224NR,"0","712",16.6,12.71,BRIDGE IS RETROFITTED ON FY 2016.
"5522",Visayas,Region VI,Antique,Antique District Engineering Office,Antique (Lone District),Iloilo-Antique Rd,"60514",B00328PN,Malbog Br. 2,37,Concrete,Permanent,Year Known,"2004",Fair,"2","2","3",9.53,"32",0,0,0,0.8,0.8,"2",0.077135,River/Waterway (fresh water),Malibog,Patnongon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00338PN,"0","501",8,6.5,Cracks on concrete bridge decks in all spans and material loss on bank protection at Abut. A. Repair cracks with concrete epoxy injection and repair the bank protection.
"5523",Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,Iloilo (Third District),Banga Bante-Banga-Polot-an-Barotac Nuevo Rd,"4866",B00204PN,Tumcon Br.,16,Concrete,Permanent,Year Known,"1999",Good,"2","0","1",9.45,"43",15,0,0,1.05,1.05,"2",0.012579,River/Waterway (fresh water),Tumcon,Pototan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00212PN,"0","0",7.3,0,Sweeping & Cleaning of bridge.
"5524",Visayas,Region VI,Aklan,Aklan District Engineering Office,Aklan (Second District),Aklan West Rd (Kalibo-Nabas),"28830",B00098PN,Balusbos Br. 2,14,Concrete,Permanent,Year Known,"1999",Fair,"2","0","1",10.8,"0",0,0,0,0.75,0.75,"2",0.138365,River/Waterway (fresh water),Balusbos,Malay, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00480PN,"0","502",5.1,0,Totally damaged of sloped protection at abutment A and cracks on abutment B.
"5525",Visayas,Region VII,Bohol,Bohol 3rd District Engineering Office,Bohol (Third District),Loay Interior Rd,"42211",B00088BH,Gotozon Br.,24,Concrete,Permanent,Year Known,"1977",Good,"0","2","3",8.42,"40",20,0,0,0.42,0.43,"2",0.002755,River/Waterway (fresh water),Gotozon,Loboc, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00077BH,"0","852",6.57,3.05,Bridge is in GOOD Condition. Cracks on rail post - right side at span 2.
"5526",Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,Iloilo (Third District),Iloilo-Capiz Rd (Old Route),"4422",B00068PN,Cabugao Br.,18,Concrete,Permanent,Year Known,"2000",Good,"2","0","1",9.45,"43",15,0,0,1.05,1.05,"2",0.044025,Not Specified,Cabugao,Calinog, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00217PN,"0","0",5.1,0,Cleaning & Sweeping of bridge.
